0 info it worked if it ends with ok
1 verbose cli [ 'node', '/usr/bin/npm', 'update', '-g' ]
2 info using npm@2.1.4
3 info using node@v0.10.32
82 verbose mapToRegistry uri https://registry.npmjs.org/npm-install-checks
83 verbose mapToRegistry name npm-package-arg
84 verbose mapToRegistry uri https://registry.npmjs.org/npm-package-arg
85 verbose mapToRegistry name npm-registry-client
86 verbose mapToRegistry uri https://registry.npmjs.org/npm-registry-client
87 verbose mapToRegistry name npm-user-validate
88 verbose mapToRegistry uri https://registry.npmjs.org/npm-user-validate
89 verbose mapToRegistry name npmconf
90 verbose mapToRegistry uri https://registry.npmjs.org/npmconf
91 verbose mapToRegistry name npmlog
92 verbose mapToRegistry uri https://registry.npmjs.org/npmlog
93 verbose mapToRegistry name once
94 verbose mapToRegistry uri https://registry.npmjs.org/once
95 verbose mapToRegistry name opener
96 verbose mapToRegistry uri https://registry.npmjs.org/opener
97 verbose mapToRegistry name osenv
98 verbose mapToRegistry uri https://registry.npmjs.org/osenv
99 verbose mapToRegistry name path-is-inside
100 verbose mapToRegistry uri https://registry.npmjs.org/path-is-inside
101 verbose mapToRegistry name read
102 verbose mapToRegistry uri https://registry.npmjs.org/read
103 verbose mapToRegistry name read-installed
104 verbose mapToRegistry uri https://registry.npmjs.org/read-installed
105 verbose mapToRegistry name read-package-json
106 verbose mapToRegistry uri https://registry.npmjs.org/read-package-json
107 verbose mapToRegistry name readable-stream
108 verbose mapToRegistry uri https://registry.npmjs.org/readable-stream
109 verbose mapToRegistry name realize-package-specifier
110 verbose mapToRegistry uri https://registry.npmjs.org/realize-package-specifier
111 verbose mapToRegistry name request
112 verbose mapToRegistry uri https://registry.npmjs.org/request
113 verbose mapToRegistry name retry
114 verbose mapToRegistry uri https://registry.npmjs.org/retry
115 verbose mapToRegistry name rimraf
116 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
117 verbose mapToRegistry name semver
118 verbose mapToRegistry uri https://registry.npmjs.org/semver
119 verbose mapToRegistry name sha
120 verbose mapToRegistry uri https://registry.npmjs.org/sha
121 verbose mapToRegistry name slide
122 verbose mapToRegistry uri https://registry.npmjs.org/slide
123 verbose mapToRegistry name sorted-object
124 verbose mapToRegistry uri https://registry.npmjs.org/sorted-object
125 verbose mapToRegistry name tar
126 verbose mapToRegistry uri https://registry.npmjs.org/tar
127 verbose mapToRegistry name text-table
128 verbose mapToRegistry uri https://registry.npmjs.org/text-table
129 verbose mapToRegistry name uid-number
130 verbose mapToRegistry uri https://registry.npmjs.org/uid-number
131 verbose mapToRegistry name which
132 verbose mapToRegistry uri https://registry.npmjs.org/which
133 verbose mapToRegistry name wrappy
134 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
135 verbose mapToRegistry name write-file-atomic
136 verbose mapToRegistry uri https://registry.npmjs.org/write-file-atomic
137 verbose mapToRegistry name nodemiral
138 verbose mapToRegistry uri https://registry.npmjs.org/nodemiral
139 verbose mapToRegistry name cjson
140 verbose mapToRegistry uri https://registry.npmjs.org/cjson
141 verbose mapToRegistry name uuid
142 verbose mapToRegistry uri https://registry.npmjs.org/uuid
143 verbose mapToRegistry name colors
144 verbose mapToRegistry uri https://registry.npmjs.org/colors
145 verbose mapToRegistry name rimraf
146 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
147 verbose mapToRegistry name archy
148 verbose mapToRegistry uri https://registry.npmjs.org/archy
149 verbose mapToRegistry name chalk
150 verbose mapToRegistry uri https://registry.npmjs.org/chalk
151 verbose mapToRegistry name deprecated
152 verbose mapToRegistry uri https://registry.npmjs.org/deprecated
153 verbose mapToRegistry name gulp-util
154 verbose mapToRegistry uri https://registry.npmjs.org/gulp-util
155 verbose mapToRegistry name interpret
156 verbose mapToRegistry uri https://registry.npmjs.org/interpret
157 verbose mapToRegistry name liftoff
158 verbose mapToRegistry uri https://registry.npmjs.org/liftoff
159 verbose mapToRegistry name minimist
160 verbose mapToRegistry uri https://registry.npmjs.org/minimist
161 verbose mapToRegistry name orchestrator
162 verbose mapToRegistry uri https://registry.npmjs.org/orchestrator
163 verbose mapToRegistry name pretty-hrtime
164 verbose mapToRegistry uri https://registry.npmjs.org/pretty-hrtime
165 verbose mapToRegistry name semver
166 verbose mapToRegistry uri https://registry.npmjs.org/semver
167 verbose mapToRegistry name tildify
168 verbose mapToRegistry uri https://registry.npmjs.org/tildify
169 verbose mapToRegistry name vinyl-fs
170 verbose mapToRegistry uri https://registry.npmjs.org/vinyl-fs
171 verbose mapToRegistry name inherits
172 verbose mapToRegistry uri https://registry.npmjs.org/inherits
173 verbose mapToRegistry name dezalgo
174 verbose mapToRegistry uri https://registry.npmjs.org/dezalgo
175 verbose mapToRegistry name asap
176 verbose mapToRegistry uri https://registry.npmjs.org/asap
177 verbose mapToRegistry name wrappy
178 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
179 verbose mapToRegistry name strip-ansi
180 verbose mapToRegistry uri https://registry.npmjs.org/strip-ansi
181 verbose mapToRegistry name wcwidth
182 verbose mapToRegistry uri https://registry.npmjs.org/wcwidth
183 verbose mapToRegistry name graceful-fs
184 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
185 verbose mapToRegistry name rimraf
186 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
187 verbose mapToRegistry name graceful-fs
188 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
189 verbose mapToRegistry name mkdirp
190 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
191 verbose mapToRegistry name graceful-fs
192 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
193 verbose mapToRegistry name graceful-fs
194 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
195 verbose mapToRegistry name inherits
196 verbose mapToRegistry uri https://registry.npmjs.org/inherits
197 verbose mapToRegistry name mkdirp
198 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
199 verbose mapToRegistry name rimraf
200 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
201 verbose mapToRegistry name fstream-ignore
202 verbose mapToRegistry uri https://registry.npmjs.org/fstream-ignore
203 verbose mapToRegistry name inherits
204 verbose mapToRegistry uri https://registry.npmjs.org/inherits
205 verbose mapToRegistry name graceful-fs
206 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
207 verbose mapToRegistry name inherits
208 verbose mapToRegistry uri https://registry.npmjs.org/inherits
209 verbose mapToRegistry name minimatch
210 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
211 verbose mapToRegistry name once
212 verbose mapToRegistry uri https://registry.npmjs.org/once
213 verbose mapToRegistry name once
214 verbose mapToRegistry uri https://registry.npmjs.org/once
215 verbose mapToRegistry name wrappy
216 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
217 verbose mapToRegistry name glob
218 verbose mapToRegistry uri https://registry.npmjs.org/glob
219 verbose mapToRegistry name promzard
220 verbose mapToRegistry uri https://registry.npmjs.org/promzard
221 verbose mapToRegistry name read
222 verbose mapToRegistry uri https://registry.npmjs.org/read
223 verbose mapToRegistry name read-package-json
224 verbose mapToRegistry uri https://registry.npmjs.org/read-package-json
225 verbose mapToRegistry name semver
226 verbose mapToRegistry uri https://registry.npmjs.org/semver
227 verbose mapToRegistry name graceful-fs
228 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
229 verbose mapToRegistry name inherits
230 verbose mapToRegistry uri https://registry.npmjs.org/inherits
231 verbose mapToRegistry name minimatch
232 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
233 verbose mapToRegistry name once
234 verbose mapToRegistry uri https://registry.npmjs.org/once
235 verbose mapToRegistry name lru-cache
236 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
237 verbose mapToRegistry name sigmund
238 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
239 verbose mapToRegistry name minimist
240 verbose mapToRegistry uri https://registry.npmjs.org/minimist
241 verbose mapToRegistry name fstream
242 verbose mapToRegistry uri https://registry.npmjs.org/fstream
243 verbose mapToRegistry name glob
244 verbose mapToRegistry uri https://registry.npmjs.org/glob
245 verbose mapToRegistry name graceful-fs
246 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
247 verbose mapToRegistry name minimatch
248 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
249 verbose mapToRegistry name mkdirp
250 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
251 verbose mapToRegistry name nopt
252 verbose mapToRegistry uri https://registry.npmjs.org/nopt
253 verbose mapToRegistry name npmlog
254 verbose mapToRegistry uri https://registry.npmjs.org/npmlog
255 verbose mapToRegistry name osenv
256 verbose mapToRegistry uri https://registry.npmjs.org/osenv
257 verbose mapToRegistry name request
258 verbose mapToRegistry uri https://registry.npmjs.org/request
259 verbose mapToRegistry name rimraf
260 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
261 verbose mapToRegistry name semver
262 verbose mapToRegistry uri https://registry.npmjs.org/semver
263 verbose mapToRegistry name tar
264 verbose mapToRegistry uri https://registry.npmjs.org/tar
265 verbose mapToRegistry name which
266 verbose mapToRegistry uri https://registry.npmjs.org/which
267 verbose mapToRegistry name abbrev
268 verbose mapToRegistry uri https://registry.npmjs.org/abbrev
269 verbose mapToRegistry name graceful-fs
270 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
271 verbose mapToRegistry name inherits
272 verbose mapToRegistry uri https://registry.npmjs.org/inherits
273 verbose mapToRegistry name minimatch
274 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
275 verbose mapToRegistry name once
276 verbose mapToRegistry uri https://registry.npmjs.org/once
277 verbose mapToRegistry name lru-cache
278 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
279 verbose mapToRegistry name sigmund
280 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
281 verbose mapToRegistry name github-url-from-git
282 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-git
283 verbose mapToRegistry name github-url-from-username-repo
284 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-username-repo
285 verbose mapToRegistry name semver
286 verbose mapToRegistry uri https://registry.npmjs.org/semver
287 verbose mapToRegistry name npmlog
288 verbose mapToRegistry uri https://registry.npmjs.org/npmlog
289 verbose mapToRegistry name semver
290 verbose mapToRegistry uri https://registry.npmjs.org/semver
291 verbose mapToRegistry name semver
292 verbose mapToRegistry uri https://registry.npmjs.org/semver
293 verbose mapToRegistry name chownr
294 verbose mapToRegistry uri https://registry.npmjs.org/chownr
295 verbose mapToRegistry name graceful-fs
296 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
297 verbose mapToRegistry name mkdirp
298 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
299 verbose mapToRegistry name normalize-package-data
300 verbose mapToRegistry uri https://registry.npmjs.org/normalize-package-data
301 verbose mapToRegistry name npm-cache-filename
302 verbose mapToRegistry uri https://registry.npmjs.org/npm-cache-filename
303 verbose mapToRegistry name once
304 verbose mapToRegistry uri https://registry.npmjs.org/once
305 verbose mapToRegistry name request
306 verbose mapToRegistry uri https://registry.npmjs.org/request
307 verbose mapToRegistry name retry
308 verbose mapToRegistry uri https://registry.npmjs.org/retry
309 verbose mapToRegistry name rimraf
310 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
311 verbose mapToRegistry name semver
312 verbose mapToRegistry uri https://registry.npmjs.org/semver
313 verbose mapToRegistry name slide
314 verbose mapToRegistry uri https://registry.npmjs.org/slide
315 verbose mapToRegistry name npmlog
316 verbose mapToRegistry uri https://registry.npmjs.org/npmlog
317 verbose mapToRegistry name github-url-from-git
318 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-git
319 verbose mapToRegistry name github-url-from-username-repo
320 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-username-repo
321 verbose mapToRegistry name semver
322 verbose mapToRegistry uri https://registry.npmjs.org/semver
323 verbose mapToRegistry name minimist
324 verbose mapToRegistry uri https://registry.npmjs.org/minimist
325 verbose mapToRegistry name config-chain
326 verbose mapToRegistry uri https://registry.npmjs.org/config-chain
327 verbose mapToRegistry name inherits
328 verbose mapToRegistry uri https://registry.npmjs.org/inherits
329 verbose mapToRegistry name ini
330 verbose mapToRegistry uri https://registry.npmjs.org/ini
331 verbose mapToRegistry name mkdirp
332 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
333 verbose mapToRegistry name nopt
334 verbose mapToRegistry uri https://registry.npmjs.org/nopt
335 verbose mapToRegistry name once
336 verbose mapToRegistry uri https://registry.npmjs.org/once
337 verbose mapToRegistry name osenv
338 verbose mapToRegistry uri https://registry.npmjs.org/osenv
339 verbose mapToRegistry name semver
340 verbose mapToRegistry uri https://registry.npmjs.org/semver
341 verbose mapToRegistry name uid-number
342 verbose mapToRegistry uri https://registry.npmjs.org/uid-number
343 verbose mapToRegistry name ansi
344 verbose mapToRegistry uri https://registry.npmjs.org/ansi
345 verbose mapToRegistry name minimist
346 verbose mapToRegistry uri https://registry.npmjs.org/minimist
347 verbose mapToRegistry name abbrev
348 verbose mapToRegistry uri https://registry.npmjs.org/abbrev
349 verbose mapToRegistry name wrappy
350 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
351 verbose mapToRegistry name mute-stream
352 verbose mapToRegistry uri https://registry.npmjs.org/mute-stream
353 verbose mapToRegistry name github-url-from-git
354 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-git
355 verbose mapToRegistry name github-url-from-username-repo
356 verbose mapToRegistry uri https://registry.npmjs.org/github-url-from-username-repo
357 verbose mapToRegistry name glob
358 verbose mapToRegistry uri https://registry.npmjs.org/glob
359 verbose mapToRegistry name lru-cache
360 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
361 verbose mapToRegistry name normalize-package-data
362 verbose mapToRegistry uri https://registry.npmjs.org/normalize-package-data
363 verbose mapToRegistry name graceful-fs
364 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
365 verbose mapToRegistry name graceful-fs
366 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
367 verbose mapToRegistry name inherits
368 verbose mapToRegistry uri https://registry.npmjs.org/inherits
369 verbose mapToRegistry name minimatch
370 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
371 verbose mapToRegistry name once
372 verbose mapToRegistry uri https://registry.npmjs.org/once
373 verbose mapToRegistry name lru-cache
374 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
375 verbose mapToRegistry name sigmund
376 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
377 verbose mapToRegistry name wrappy
378 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
379 verbose mapToRegistry name debuglog
380 verbose mapToRegistry uri https://registry.npmjs.org/debuglog
381 verbose mapToRegistry name read-package-json
382 verbose mapToRegistry uri https://registry.npmjs.org/read-package-json
383 verbose mapToRegistry name readdir-scoped-modules
384 verbose mapToRegistry uri https://registry.npmjs.org/readdir-scoped-modules
385 verbose mapToRegistry name semver
386 verbose mapToRegistry uri https://registry.npmjs.org/semver
387 verbose mapToRegistry name slide
388 verbose mapToRegistry uri https://registry.npmjs.org/slide
389 verbose mapToRegistry name util-extend
390 verbose mapToRegistry uri https://registry.npmjs.org/util-extend
391 verbose mapToRegistry name graceful-fs
392 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
393 verbose mapToRegistry name block-stream
394 verbose mapToRegistry uri https://registry.npmjs.org/block-stream
395 verbose mapToRegistry name fstream
396 verbose mapToRegistry uri https://registry.npmjs.org/fstream
397 verbose mapToRegistry name inherits
398 verbose mapToRegistry uri https://registry.npmjs.org/inherits
399 verbose mapToRegistry name graceful-fs
400 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
401 verbose mapToRegistry name slide
402 verbose mapToRegistry uri https://registry.npmjs.org/slide
403 verbose mapToRegistry name ejs
404 verbose mapToRegistry uri https://registry.npmjs.org/ejs
405 verbose mapToRegistry name debug
406 verbose mapToRegistry uri https://registry.npmjs.org/debug
407 verbose mapToRegistry name handlebars
408 verbose mapToRegistry uri https://registry.npmjs.org/handlebars
409 verbose mapToRegistry name colors
410 verbose mapToRegistry uri https://registry.npmjs.org/colors
411 verbose mapToRegistry name ansi-styles
412 verbose mapToRegistry uri https://registry.npmjs.org/ansi-styles
413 verbose mapToRegistry name escape-string-regexp
414 verbose mapToRegistry uri https://registry.npmjs.org/escape-string-regexp
415 verbose mapToRegistry name has-ansi
416 verbose mapToRegistry uri https://registry.npmjs.org/has-ansi
417 verbose mapToRegistry name strip-ansi
418 verbose mapToRegistry uri https://registry.npmjs.org/strip-ansi
419 verbose mapToRegistry name supports-color
420 verbose mapToRegistry uri https://registry.npmjs.org/supports-color
421 verbose mapToRegistry name jsonlint
422 verbose mapToRegistry uri https://registry.npmjs.org/jsonlint
423 verbose mapToRegistry name user-home
424 verbose mapToRegistry uri https://registry.npmjs.org/user-home
425 verbose mapToRegistry name duplexer2
426 verbose mapToRegistry uri https://registry.npmjs.org/duplexer2
427 verbose mapToRegistry name glob-stream
428 verbose mapToRegistry uri https://registry.npmjs.org/glob-stream
429 verbose mapToRegistry name glob-watcher
430 verbose mapToRegistry uri https://registry.npmjs.org/glob-watcher
431 verbose mapToRegistry name graceful-fs
432 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
433 verbose mapToRegistry name lodash
434 verbose mapToRegistry uri https://registry.npmjs.org/lodash
435 verbose mapToRegistry name mkdirp
436 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
437 verbose mapToRegistry name strip-bom
438 verbose mapToRegistry uri https://registry.npmjs.org/strip-bom
439 verbose mapToRegistry name through2
440 verbose mapToRegistry uri https://registry.npmjs.org/through2
441 verbose mapToRegistry name vinyl
442 verbose mapToRegistry uri https://registry.npmjs.org/vinyl
443 verbose mapToRegistry name minimist
444 verbose mapToRegistry uri https://registry.npmjs.org/minimist
445 verbose mapToRegistry name end-of-stream
446 verbose mapToRegistry uri https://registry.npmjs.org/end-of-stream
447 verbose mapToRegistry name sequencify
448 verbose mapToRegistry uri https://registry.npmjs.org/sequencify
449 verbose mapToRegistry name stream-consume
450 verbose mapToRegistry uri https://registry.npmjs.org/stream-consume
451 verbose mapToRegistry name chalk
452 verbose mapToRegistry uri https://registry.npmjs.org/chalk
453 verbose mapToRegistry name dateformat
454 verbose mapToRegistry uri https://registry.npmjs.org/dateformat
455 verbose mapToRegistry name lodash
456 verbose mapToRegistry uri https://registry.npmjs.org/lodash
457 verbose mapToRegistry name lodash._reinterpolate
458 verbose mapToRegistry uri https://registry.npmjs.org/lodash._reinterpolate
459 verbose mapToRegistry name lodash.template
460 verbose mapToRegistry uri https://registry.npmjs.org/lodash.template
461 verbose mapToRegistry name minimist
462 verbose mapToRegistry uri https://registry.npmjs.org/minimist
463 verbose mapToRegistry name multipipe
464 verbose mapToRegistry uri https://registry.npmjs.org/multipipe
465 verbose mapToRegistry name through2
466 verbose mapToRegistry uri https://registry.npmjs.org/through2
467 verbose mapToRegistry name vinyl
468 verbose mapToRegistry uri https://registry.npmjs.org/vinyl
469 verbose mapToRegistry name defaults
470 verbose mapToRegistry uri https://registry.npmjs.org/defaults
471 verbose mapToRegistry name fstream
472 verbose mapToRegistry uri https://registry.npmjs.org/fstream
473 verbose mapToRegistry name inherits
474 verbose mapToRegistry uri https://registry.npmjs.org/inherits
475 verbose mapToRegistry name minimatch
476 verbose mapToRegistry uri https://registry.npmjs.org/minimatch
477 verbose mapToRegistry name graceful-fs
478 verbose mapToRegistry uri https://registry.npmjs.org/graceful-fs
479 verbose mapToRegistry name inherits
480 verbose mapToRegistry uri https://registry.npmjs.org/inherits
481 verbose mapToRegistry name mkdirp
482 verbose mapToRegistry uri https://registry.npmjs.org/mkdirp
483 verbose mapToRegistry name rimraf
484 verbose mapToRegistry uri https://registry.npmjs.org/rimraf
485 verbose mapToRegistry name lru-cache
486 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
487 verbose mapToRegistry name sigmund
488 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
489 verbose mapToRegistry name minimist
490 verbose mapToRegistry uri https://registry.npmjs.org/minimist
491 verbose mapToRegistry name lru-cache
492 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
493 verbose mapToRegistry name sigmund
494 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
495 verbose mapToRegistry name wrappy
496 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
497 verbose mapToRegistry name read
498 verbose mapToRegistry uri https://registry.npmjs.org/read
499 verbose mapToRegistry name wrappy
500 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
501 verbose mapToRegistry name lru-cache
502 verbose mapToRegistry uri https://registry.npmjs.org/lru-cache
503 verbose mapToRegistry name sigmund
504 verbose mapToRegistry uri https://registry.npmjs.org/sigmund
505 verbose mapToRegistry name wrappy
506 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
507 verbose mapToRegistry name bl
508 verbose mapToRegistry uri https://registry.npmjs.org/bl
509 verbose mapToRegistry name caseless
510 verbose mapToRegistry uri https://registry.npmjs.org/caseless
511 verbose mapToRegistry name forever-agent
512 verbose mapToRegistry uri https://registry.npmjs.org/forever-agent
513 verbose mapToRegistry name qs
514 verbose mapToRegistry uri https://registry.npmjs.org/qs
515 verbose mapToRegistry name json-stringify-safe
516 verbose mapToRegistry uri https://registry.npmjs.org/json-stringify-safe
517 verbose mapToRegistry name mime-types
518 verbose mapToRegistry uri https://registry.npmjs.org/mime-types
519 verbose mapToRegistry name node-uuid
520 verbose mapToRegistry uri https://registry.npmjs.org/node-uuid
521 verbose mapToRegistry name tunnel-agent
522 verbose mapToRegistry uri https://registry.npmjs.org/tunnel-agent
523 verbose mapToRegistry name form-data
524 verbose mapToRegistry uri https://registry.npmjs.org/form-data
525 verbose mapToRegistry name tough-cookie
526 verbose mapToRegistry uri https://registry.npmjs.org/tough-cookie
527 verbose mapToRegistry name http-signature
528 verbose mapToRegistry uri https://registry.npmjs.org/http-signature
529 verbose mapToRegistry name oauth-sign
530 verbose mapToRegistry uri https://registry.npmjs.org/oauth-sign
531 verbose mapToRegistry name hawk
532 verbose mapToRegistry uri https://registry.npmjs.org/hawk
533 verbose mapToRegistry name aws-sign2
534 verbose mapToRegistry uri https://registry.npmjs.org/aws-sign2
535 verbose mapToRegistry name stringstream
536 verbose mapToRegistry uri https://registry.npmjs.org/stringstream
537 verbose mapToRegistry name wrappy
538 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
539 verbose mapToRegistry name wrappy
540 verbose mapToRegistry uri https://registry.npmjs.org/wrappy
541 verbose mapToRegistry name bl
542 verbose mapToRegistry uri https://registry.npmjs.org/bl
543 verbose mapToRegistry name caseless
544 verbose mapToRegistry uri https://registry.npmjs.org/caseless
545 verbose mapToRegistry name forever-agent
546 verbose mapToRegistry uri https://registry.npmjs.org/forever-agent
547 verbose mapToRegistry name qs
548 verbose mapToRegistry uri https://registry.npmjs.org/qs
549 verbose mapToRegistry name json-stringify-safe
550 verbose mapToRegistry uri https://registry.npmjs.org/json-stringify-safe
551 verbose mapToRegistry name mime-types
552 verbose mapToRegistry uri https://registry.npmjs.org/mime-types
553 verbose mapToRegistry name node-uuid
554 verbose mapToRegistry uri https://registry.npmjs.org/node-uuid
555 verbose mapToRegistry name tunnel-agent
556 verbose mapToRegistry uri https://registry.npmjs.org/tunnel-agent
557 verbose mapToRegistry name form-data
558 verbose mapToRegistry uri https://registry.npmjs.org/form-data
559 verbose mapToRegistry name tough-cookie
560 verbose mapToRegistry uri https://registry.npmjs.org/tough-cookie
561 verbose mapToRegistry name http-signature
562 verbose mapToRegistry uri https://registry.npmjs.org/http-signature
563 verbose mapToRegistry name oauth-sign
564 verbose mapToRegistry uri https://registry.npmjs.org/oauth-sign
565 verbose mapToRegistry name hawk
